48.47269,34.96831
50.49141,19.46564
38.73677,26.94517
42.66096,13.67513
43.44471,4.89967
44.14918,18.05455
44.42827,18.99811
45.36459,22.14819
45.95084,25.28122
26.56224,12.68012
27.70252,9.17251
28.05381,19.90866
28.46588,9.05638
28.63592,7.53374
28.86673,9.93577
30.25143,8.08464
30.89685,5.58557
35.24586,6.58383
35.8244,-0.32898
38.37635,-0.5456
26.43335,11.85187
28.8674,21.21995
31.64888,5.98776
31.66509,6.04976
31.78629,6.0623
31.9612,5.21403
32.74747,3.18187
11.89855,14.70785
12.53872,12.63974
13.31283,13.97458
13.67307,-5.78688
15.19756,2.21704
10.77895,-0.75442
11.34233,0.37689
11.9444,-7.48489
12.56222,-7.96005
0.87049,11.58862
4.41737,7.15939
4.93721,5.60817
-6.85778,12.38601
-6.14092,11.02749
48.00001,134.63809
63.86514,-22.39135
63.87647,-22.39128
49.35781,6.75534
53.63604,-0.24209
39.5347,-1.15344
42.17625,-8.18826
28.21431,-0.15754
28.10631,-14.28969
10.07165,-11.3222
10.36707,-11.51791
10.74697,-11.21086
11.2594,-13.04453
11.34961,-13.20259
11.60208,-12.33825
11.80334,-12.82184
11.86181,-13.80485
11.92725,-10.57608
12.01151,-14.28109
12.03038,-14.26536
12.06365,-12.7613
12.20685,-10.22722
12.25222,-10.46442
12.30442,-13.11995
12.42871,-9.16885
12.60064,-9.74237
12.72291,-9.20816
12.77772,-13.88532
12.8045,-13.89428
12.99181,-16.48245
13.05769,-9.90144
13.13438,-15.56651
13.18678,-16.11419
13.19465,-14.57626
13.30638,-15.1028
13.33889,-15.2619
13.39327,-14.19858
13.42587,-14.40173
13.46606,-12.39462
13.49349,-14.66209
13.54895,-14.3408
13.58998,-15.53356
13.74261,-14.516
13.95252,-7.73985
14.2345,-9.41905
14.89517,-12.48567
15.17722,-11.43981
8.19358,-11.77297
-41.30158,146.88303
-37.45227,142.19209
-37.44635,142.21855
-37.14558,143.92819
-36.98207,142.25052
-36.9455,142.11734
-36.93962,146.06841
-36.89313,141.52515
-36.88135,141.51149
-36.8772,141.50011
-36.83777,146.31154
-36.79486,142.73994
-36.75797,141.4326
-36.69653,142.58914
-36.68556,142.59225
-36.67871,144.08725
-36.63287,141.71657
-36.57814,142.19083
-36.36149,145.85263
-36.45302,141.06287
-36.0865,141.73506
-35.84484,146.83041
-35.6489,147.64406
-35.45592,146.29109
-35.44549,146.30919
-35.25584,146.41159
-35.24064,142.15923
-35.24035,147.08664
-35.23581,147.09042
-35.13699,146.63702
-35.03294,137.364
-34.90783,147.33287
-34.85142,147.28601
-34.78502,148.13414
-34.6691,148.17873
56.37426,10.04055
48.53329,34.64854
51.13867,23.55224
41.25745,31.41593
43.39037,5.11001
43.92367,17.44543
44.22207,17.90536
44.96622,22.1957
45.38339,15.89227
46.34691,22.37736
26.75821,12.41101
27.74969,9.1539
28.07941,9.78951
28.56267,7.46088
28.70445,8.9367
28.92048,9.74853
30.53205,26.08422
31.35817,6.0507
35.80055,-0.21033
36.33528,5.4814
39.54053,-1.15409
27.29693,2.06428
29.04004,20.78242
31.66077,6.05424
31.70608,5.96172
31.84818,6.05173
32.35419,6.97539
32.94686,3.22771
11.99144,6.85031
12.8723,13.99019
13.31779,13.97558
13.94625,-7.74419
15.2158,-4.11924
11.32729,0.9376
11.48118,-6.63608
12.14428,-6.03472
13.27649,-4.73257
3.65119,10.32498
4.59661,-2.89346
-6.86586,12.39951
-6.85314,12.3849
-41.25669,173.07626
57.06413,9.97812
63.8652,-22.42688
63.87654,-22.42652
51.04541,2.29563
36.96812,-1.90672
40.24425,-3.4771
43.05884,-4.27286
34.59665,-2.34873
9.10656,-12.49377
10.34711,-11.49725
10.56661,-11.57566
11.06963,-11.76182
11.29896,-11.1378
11.44256,-11.32064
11.64891,-11.29756
11.83907,-13.52997
11.8705,-13.80324
11.93188,-10.57108
12.01989,-14.27948
12.03808,-14.28428
12.13164,-9.81831
12.2132,-9.77203
12.2722,-10.09643
12.41109,-10.28381
12.4459,-12.81271
12.69478,-10.01918
12.75368,-12.67011
12.7925,-13.90072
12.95306,-15.51217
13.03045,-15.50302
13.06142,-15.42007
13.17185,-12.64115
13.18892,-16.10461
13.25864,-15.92684
13.32018,-15.08984
13.35522,-15.26401
13.39808,-14.20161
13.43193,-14.41204
13.48801,-14.42052
13.52945,-15.79241
13.55391,-15.7952
13.70324,-10.63009
13.78242,-8.57819
13.95969,-7.74336
14.53146,-12.86513
15.16871,-11.4472
15.18096,-11.43347
8.31746,-11.52568
-37.45807,142.2072
-37.45181,142.2012
-37.43572,142.21083
-37.0224,142.21941
-36.95669,143.11191
-36.94498,142.12605
-36.92684,146.06134
-36.88783,141.49754
-36.88758,141.5023
-36.85554,141.82358
-36.85332,142.91792
-36.85307,142.92186
-36.80251,142.70018
-36.80228,142.70419
-36.80017,142.74049
-36.78096,141.90445
-36.73551,141.0741
-36.69091,142.59273
-36.68427,147.02815
-36.67723,143.12627
-36.58641,144.54715
-36.56793,142.17706
-36.32594,145.77208
-36.41161,141.07469
-36.02812,142.86595
-35.74244,145.76871
-35.6437,147.61699
-35.45498,146.30075
-35.35895,148.79774
-35.25247,146.40161
-35.25203,146.40634
-35.2471,142.14319
-35.23172,147.0898
-35.23008,146.98251
-35.22964,146.98692
60.13348,15.42189
50.41529,18.1387
52.21598,0.97877
43.44065,4.89276
44.06269,17.69806
44.30249,18.979
45.14654,9.93974
45.55956,19.68372
46.82016,21.34492
27.58542,18.46846
27.98348,22.32288
28.30324,9.49115
28.61774,7.70787
28.73252,9.15222
29.68747,6.69817
30.85722,26.6207
33.87465,9.99218
35.80903,-0.25898
36.9664,-1.90699
41.31521,1.66137
28.11504,0.29971
31.59196,5.95688
31.66385,6.06003
31.75413,6.14066
31.93839,4.9991
32.51387,6.71112
33.36417,8.54819
12.25659,12.708
13.30509,13.96096
13.44612,6.65798
14.76731,-4.72416
5.95235,5.05071
11.33907,0.37111
11.84631,-5.81204
12.37952,2.82258
0.22918,11.92916
4.17943,8.40612
4.81104,5.96339
-6.85967,12.40037
-6.14376,11.03334
-37.80252,178.4576
63.31756,9.14381
63.87085,-22.41725
43.44146,4.89142
53.57,-0.60727
38.62836,-9.07895
42.16476,-8.18613
48.7704,4.56728
35.80919,-0.2586
9.74017,-13.01465
10.36127,-11.51562
10.63257,-11.95956
11.13197,-11.48333
11.34122,-13.20827
11.56076,-11.43067
11.76554,-9.88162
11.84417,-13.52658
11.91178,-11.12187
12.00063,-10.53943
12.02618,-14.26614
12.04228,-14.2835
12.16503,-12.95121
12.24684,-10.46552
