26.5802,12.20977,324.4,0.45,0.39,2024-04-16,107,N,VIIRS,n,2.0NRT,290.86,1.68,N
29.03901,20.78653,313.28,0.4,0.6,2024-04-16,107,N,VIIRS,n,2.0NRT,270.68,0.95,N
31.65969,6.05264,295.92,0.49,0.4,2024-04-16,107,N,VIIRS,n,2.0NRT,284.66,2.55,N
31.68579,6.18873,318.61,0.48,0.4,2024-04-16,107,N,VIIRS,n,2.0NRT,285.35,1.47,N
31.78999,6.06295,295.68,0.49,0.4,2024-04-16,107,N,VIIRS,n,2.0NRT,284.11,0.69,N
32.1369,6.46913,335.93,0.47,0.4,2024-04-16,107,N,VIIRS,n,2.0NRT,285.93,5.75,N
32.93227,3.24447,295.08,0.47,0.48,2024-04-16,107,N,VIIRS,n,2.0NRT,281.05,0.54,N
11.90522,14.70206,306.89,0.37,0.58,2024-04-16,109,N,VIIRS,n,2.0NRT,292.71,1.87,N
12.54804,12.66684,313.16,0.53,0.5,2024-04-16,109,N,VIIRS,n,2.0NRT,292.93,1.57,N
13.31392,13.96877,301.94,0.63,0.54,2024-04-16,109,N,VIIRS,n,2.0NRT,285.12,3.72,N
13.67747,'-2.20586,304.11,0.59,0.53,2024-04-16,109,N,VIIRS,n,2.0NRT,292.12,0.93,N
15.21308,'-4.12076,322.18,0.42,0.61,2024-04-16,109,N,VIIRS,n,2.0NRT,289.25,4.06,N
11.0641,9.22104,302.3,0.52,0.41,2024-04-16,111,N,VIIRS,n,2.0NRT,282.78,1.05,N
11.43607,1.62451,311.92,0.48,0.4,2024-04-16,111,N,VIIRS,n,2.0NRT,293.35,1.44,N
12.08014,1.0848,305.8,0.52,0.42,2024-04-16,111,N,VIIRS,n,2.0NRT,294.01,1.4,N
12.80807,'-7.3436,307.26,0.63,0.72,2024-04-16,111,N,VIIRS,n,2.0NRT,291.17,1.14,N
3.57552,7.39694,321.12,0.51,0.41,2024-04-16,113,N,VIIRS,n,2.0NRT,290.43,2.57,N
